Unnamed: 0,Composition,MaterialId,Reduced Formula,Elements,NSites,Volume,Density,Point Group,Space Group,Space Group Number,Crystal System,Corrected Energy,Formation Energy Per Atom,Decomposition Energy Per Atom,Dimensionality Cheon,Bandgap,Is Train,Decomposition Energy Per Atom All,Decomposition Energy Per Atom Relative,Decomposition Energy Per Atom MP,Decomposition Energy Per Atom MP OQMD
934,Na2Pr2S8Si2,00a16f479e,NaPrSiS4,"['Na', 'Si', 'S', 'Pr']",14,342.2209,3.1078,2,P2_1,4,monoclinic,-79.0232,-1.6339,-0.0214,,2.604,,0.0,,-0.0214,-0.0213
1194,As4Na1Pd20Si2Y2,00d1138c9c,NaY2Si2(AsPd5)4,"['Na', 'Si', 'As', 'Y', 'Pd']",29,483.4798,9.222,4/mmm,I4/mmm,139,tetragonal,-165.1777,-0.6151,-0.0377,,,,0.0,,-0.0377,-0.0148
1388,Ge1Na4Se6Si1Sr1,00f2c1e2e9,Na4SrSiGeSe6,"['Na', 'Si', 'Ge', 'Se', 'Sr']",13,345.9858,3.6191,1,P1,1,triclinic,-54.4208,-1.2629,-0.0134,,2.3721,,0.0,,-0.0161,-0.0157
3146,Au12Er11Na1Si12,021bde7ac0,NaEr11(SiAu)12,"['Na', 'Si', 'Er', 'Au']",36,725.8868,10.4394,m,Pm,6,monoclinic,-182.9975,-0.751,-0.0875,,,,0.0,,-0.0875,-0.0102
4903,Co3Ir9Na2Si7,034221b671,Na2Co3Si7Ir9,"['Na', 'Si', 'Co', 'Ir']",21,301.0091,11.8569,-6,P-6,174,hexagonal,-153.2263,-0.5583,-0.084,,,,0.0,,-0.084,-0.0767
7851,Au2Na1Si2Yb1,05435eeeb1,NaYb(SiAu)2,"['Na', 'Si', 'Yb', 'Au']",6,119.098,9.0088,mm2,Imm2,44,orthorhombic,-23.3666,-0.5177,-0.02,,0.0183,,0.0,,-0.02,-0.0118
11474,Ir19Na5P3Si9,07bab3fe92,Na5Si9P3Ir19,"['Na', 'Si', 'P', 'Ir']",36,555.9978,12.2831,-6m2,P-62m,189,hexagonal,-260.8123,-0.5889,-0.1142,,0.0017,,-0.0,,-0.1142,-0.095
14543,Au1Cu17Na2Si8,09c005dca3,Na2Cu17Si8Au,"['Na', 'Si', 'Cu', 'Au']",28,389.6044,6.5974,m,Cm,8,monoclinic,-121.335,-0.0831,-0.0072,,0.004,,0.0,,-0.0072,-0.0062
15316,Na5Rh8Si24Yb1,0a450f101f,Na5Yb(Si3Rh)8,"['Na', 'Si', 'Rh', 'Yb']",38,615.1522,4.8192,2,C2,5,monoclinic,-212.6882,-0.405,-0.0076,,,,0.0,,-0.0076,-0.0074
15467,Eu3Na1Pt6Si10,0a5c5f12d8,NaEu3(Si5Pt3)2,"['Na', 'Si', 'Eu', 'Pt']",20,355.4114,9.0184,m,Cm,8,monoclinic,-138.7422,-0.7932,-0.032,,0.0017,,0.0,,-0.0318,-0.0135
15471,Ba6Dy6Na2O40Si12,0a5d30625d,Ba3NaDy3(Si3O10)2,"['O', 'Na', 'Si', 'Ba', 'Dy']",66,990.4368,4.7312,mm2,Ama2,40,orthorhombic,-536.0338,-3.5032,-0.0216,,,,0.0,,-0.0216,-0.0149
15872,Cs12Ge1Li1Na3Si15,0aa08c4726,Cs12Na3LiSi15Ge,"['Li', 'Na', 'Si', 'Ge', 'Cs']",32,1183.3575,3.0376,1,P1,1,triclinic,-104.828,-0.0689,-0.0197,,,,0.0,,-0.0196,-0.0196
16321,Ho5Na1Pt8Si12,0ae920cf7f,NaHo5(Si3Pt2)4,"['Na', 'Si', 'Ho', 'Pt']",26,459.2879,9.9257,m,Pm,6,monoclinic,-161.8023,-0.9191,-0.0218,,0.0062,,0.0,,-0.0216,-0.0074
17006,Na8P8Si1Sr4Ti1,0b63fb2118,Na8Sr4TiSiP8,"['Na', 'Si', 'P', 'Ti', 'Sr']",22,556.7068,2.5597,1,P1,1,triclinic,-89.6944,-0.715,-0.0012,,1.2687,,0.0,,-0.0012,-0.0008
17811,Ga3Na2Pd6Si1,0beb90e076,Na2Ga3SiPd6,"['Na', 'Si', 'Ga', 'Pd']",12,213.0009,7.1859,m,Cm,8,monoclinic,-55.165,-0.5776,-0.0146,,0.0082,,0.0,,-0.0141,-0.014
19007,Na16P8Si1Ti1,0cbb8befc4,Na16TiSiP8,"['Na', 'Si', 'P', 'Ti']",26,599.7331,1.9148,-43m,F-43m,216,cubic,-89.3349,-0.4441,-0.0169,,0.8258,,0.0,,-0.0169,-0.0036
19176,Ca1Cu18Na1Si8,0cd77e2170,NaCa(Cu9Si4)2,"['Na', 'Si', 'Ca', 'Cu']",28,380.2748,6.2513,422,I422,97,tetragonal,-124.1557,-0.13,-0.021,,0.011,,0.0,,-0.0208,-0.0199
20225,Ir2Na2Pt2Si2Sr2,0d80a0647d,NaSrSiIrPt,"['Na', 'Si', 'Sr', 'Ir', 'Pt']",10,208.3227,8.3854,4/mmm,P4/nmm,129,tetragonal,-53.7784,-0.7085,-0.1016,,,,0.0,,-0.1007,-0.0273
20377,Ir6Na1Nd1Si14,0d9d39a21d,NaNd(Si7Ir3)2,"['Na', 'Si', 'Nd', 'Ir']",22,340.9029,8.3476,-3,R-3,148,trigonal,-147.9233,-0.584,-0.0174,,0.0126,,0.0,,-0.0172,-0.0167
20848,Dy7Na1Si16W12,0de7a85070,NaDy7(Si4W3)4,"['Na', 'Si', 'Dy', 'W']",36,604.9604,10.4743,1,P1,1,triclinic,-293.0818,-0.478,-0.0402,,0.0098,,-0.0,,-0.0401,-0.0399
21330,Mo12Na1Si16Sm7,0e3bc9efc7,NaSm7(Si4Mo3)4,"['Na', 'Si', 'Mo', 'Sm']",36,624.851,7.1119,1,P1,1,triclinic,-270.8352,-0.5425,-0.0039,,0.0009,,-0.0,,-0.0038,-0.0038
23354,Li1Na7P12Rb12Si4,0f850e2d22,Rb12Na7Li(SiP3)4,"['Li', 'Na', 'Si', 'P', 'Rb']",36,1002.64,2.7782,2,C2,5,monoclinic,-124.0847,-0.4025,-0.0819,,1.0407,,-0.0,,-0.0819,-0.0112
27084,Dy4Na4O16Si4,1208be6200,NaDySiO4,"['O', 'Na', 'Si', 'Dy']",28,377.767,4.8805,mmm,Pnma,62,orthorhombic,-218.9083,-3.3687,-0.0298,,4.2537,,0.0,,-0.0298,-0.0296
27686,Na12P4Pt8Si4,126e4c8b15,Na3SiPPt2,"['Na', 'Si', 'P', 'Pt']",28,562.7601,6.1162,mmm,Pbcm,57,orthorhombic,-124.2393,-0.5855,-0.0919,,,,0.0,,-0.0919,-0.071
28699,Ir19Na2Pr3Si12,131fe0ca5e,Na2Pr3Si12Ir19,"['Na', 'Si', 'Pr', 'Ir']",36,578.2271,12.802,m,Pm,6,monoclinic,-278.1333,-0.7809,-0.067,,0.0043,,0.0,,-0.0668,-0.0623
29167,As8Na8Si1Sr4Ti1,137383507f,Na8Sr4TiSiAs8,"['Na', 'Si', 'Ti', 'As', 'Sr']",22,603.6104,3.328,1,P1,1,triclinic,-84.0762,-0.7338,-0.0017,,,,-0.0,,-0.0017,-0.0009
29610,Co12Na1P6Si1U1,13c0957d33,NaUCo12SiP6,"['Na', 'Si', 'P', 'Co', 'U']",21,250.528,7.8354,-6,P-6,174,hexagonal,-148.6888,-0.6129,-0.0309,,0.0012,,0.0,,-0.0309,-0.0117
29663,Na2P5Pd20Si1Sr1,13c974cd13,Na2SrSi(PPd4)5,"['Na', 'Si', 'P', 'Sr', 'Pd']",29,462.518,8.7779,mm2,Imm2,44,orthorhombic,-156.8059,-0.5649,-0.0849,,,,-0.0,,-0.0846,-0.0778
31997,Cs3Na1P12Si12,155e9fe62d,Cs3Na(SiP)12,"['Na', 'Si', 'P', 'Cs']",28,712.172,2.6357,m,Pm,6,monoclinic,-142.3206,-0.2946,-0.0617,,1.315,,0.0,,-0.0617,-0.053
32338,Fe2Na4O8Si2,1597105fb2,Na2FeSiO4,"['O', 'Na', 'Si', 'Fe']",16,214.0869,3.008,m,Pc,7,monoclinic,-111.1904,-2.4079,-0.0126,,2.3841,,0.0,,-0.0126,-0.0122
32486,As6Ge4Na2Si2,15af68ae8a,NaSiGe2As3,"['Na', 'Si', 'Ge', 'As']",14,352.8842,3.9633,mm2,Pmc2_1,26,orthorhombic,-62.2117,-0.1621,-0.0177,,1.1923,,-0.0,,-0.0286,-0.0149
33308,As12Cs2Na2Si12,163cab5a3c,CsNa(SiAs)6,"['Na', 'Si', 'As', 'Cs']",28,742.2458,3.4629,2/m,P2/m,10,monoclinic,-131.9258,-0.2313,-0.0512,,1.3108,,0.0,,-0.0512,-0.0347
34257,Na2Ni12P6Si1,16d8d45345,Na2Si(Ni2P)6,"['Na', 'Si', 'P', 'Ni']",21,256.9926,6.2303,-6,P-6,174,hexagonal,-121.1589,-0.5356,-0.0636,,0.0127,,-0.0,,-0.0636,-0.0411
35253,Ga2Na2Pt6Si2,177eacec64,NaGaSiPt3,"['Na', 'Si', 'Ga', 'Pt']",12,208.9581,11.2216,mm2,Imm2,44,orthorhombic,-63.9613,-0.6653,-0.0984,,0.0037,,-0.0,,-0.0977,-0.0425
37537,As12Na20Si2Zr2,190491c4ad,Na10ZrSiAs6,"['Na', 'Si', 'As', 'Zr']",36,869.239,3.0517,2,P2_1,4,monoclinic,-128.6819,-0.5104,-0.0144,,0.8848,,0.0,,-0.0144,-0.0125
37851,Na1Rb11Se12Si4,1938f680ac,Rb11Na(SiSe3)4,"['Na', 'Si', 'Se', 'Rb']",28,970.7247,3.4606,1,P1,1,triclinic,-110.2066,-1.2302,-0.1182,,2.4199,,-0.0,,-0.1182,-0.041
38091,Dy1Na1Pt6Si10Tb2,195e4408b9,NaTb2Dy(Si5Pt3)2,"['Na', 'Si', 'Tb', 'Dy', 'Pt']",20,352.9609,9.1961,m,Cm,8,monoclinic,-122.7855,-0.8452,-0.0571,,,,0.0,,-0.0571,-0.026
38799,As11Na8P1Rb12Si4,19dfba722a,Rb12Na8Si4As11P,"['Na', 'Si', 'P', 'As', 'Rb']",36,1103.6499,3.2755,m,Cm,8,monoclinic,-115.9708,-0.4239,-0.012,,,,0.0,,-0.012,-0.0076
40564,Er2Na2Pt5Ru1Si10,1b11dfba93,Na2Er2Si10RuPt5,"['Na', 'Si', 'Ru', 'Er', 'Pt']",20,339.0475,8.5114,2,C2,5,monoclinic,-119.6662,-0.7002,-0.0196,,0.0106,,0.0,,-0.0192,-0.0054
40825,Au2Na1Si2Tb1,1b3aa99867,NaTb(SiAu)2,"['Na', 'Si', 'Tb', 'Au']",6,118.4282,8.8618,mm2,Imm2,44,orthorhombic,-26.67,-0.5525,-0.0612,,0.0115,,0.0,,-0.0612,-0.0264
42719,As12Na8Rb12Si1Ti3,1c79547f30,Rb12Na8Ti3SiAs12,"['Na', 'Si', 'Ti', 'As', 'Rb']",36,1124.5851,3.367,2,C2,5,monoclinic,-126.352,-0.5273,-0.0581,,,,-0.0,,-0.0581,-0.0556
43241,Cu18Na1Pr1Si8,1cd80cce0b,NaPr(Cu9Si4)2,"['Na', 'Si', 'Cu', 'Pr']",28,383.1168,6.6419,422,I422,97,tetragonal,-127.8218,-0.1618,-0.0196,,,,0.0,,-0.0195,-0.0183
44407,As12Hf1Na20Si2Ti1,1d9fb16a1c,Na20HfTi(SiAs6)2,"['Na', 'Si', 'Ti', 'As', 'Hf']",36,861.0303,3.1655,1,P1,1,triclinic,-129.1047,-0.5012,-0.0067,,,,0.0,,-0.0067,-0.0047
45836,Na1Pt4Si12Yb7,1e9afe03e3,NaYb7(Si3Pt)4,"['Na', 'Si', 'Yb', 'Pt']",24,488.1133,8.0001,6/mmm,P6/mmm,191,hexagonal,-119.2545,-0.7403,-0.0833,,0.0014,,-0.0,,-0.0831,-0.0182
46353,As4Gd2Na1Pd20Si2,1eecd91211,NaGd2Si2(AsPd5)4,"['Na', 'Si', 'As', 'Pd', 'Gd']",29,490.0488,9.5615,4/mmm,I4/mmm,139,tetragonal,-180.4439,-0.6151,-0.0412,,,,0.0,,-0.0412,-0.0358
48492,N12Na2Pr6Si4,20561b52e7,NaPr3(SiN3)2,"['N', 'Na', 'Si', 'Pr']",24,340.0908,5.7217,2/m,C2/m,12,monoclinic,-185.6323,-1.3564,-0.0224,,,,0.0,,-0.0224,-0.0211
50268,Er1Ir6Na1Si14,216f421baf,NaEr(Si7Ir3)2,"['Na', 'Si', 'Er', 'Ir']",22,336.3712,8.5737,-3,R-3,148,trigonal,-148.1013,-0.6012,-0.0489,,0.0067,,0.0,,-0.0487,-0.0457
50837,Au4Cd3Na4Si1,21d267e2e0,Na4Cd3SiAu4,"['Na', 'Si', 'Cd', 'Au']",12,269.4569,7.6732,m,Pm,6,monoclinic,-29.7719,-0.2645,-0.0154,,,,0.0,,-0.0154,-0.0088
50985,Al1Na2Pd6Si3,21ec422436,Na2Al(SiPd2)3,"['Na', 'Al', 'Si', 'Pd']",12,204.026,6.4764,m,Cm,8,monoclinic,-61.5979,-0.6543,-0.0084,,0.0079,,0.0,,-0.0083,-0.008
51896,Na1Nd1Pr2Pt6Si10,2289159215,NaPr2Nd(Si5Pt3)2,"['Na', 'Si', 'Pr', 'Nd', 'Pt']",20,356.0962,8.8619,m,Cm,8,monoclinic,-123.4599,-0.8564,-0.0241,,,,0.0,,-0.0239,-0.0081
52146,Lu4Na4O16Si4,22b3aa2879,NaLuSiO4,"['O', 'Na', 'Si', 'Lu']",28,360.3755,5.3458,mmm,Pnma,62,orthorhombic,-219.4312,-3.3996,-0.0344,,4.3854,,0.0,,-0.0344,-0.0236
52832,Au6Na1Si2Sr1,2328c75a32,NaSr(SiAu3)2,"['Na', 'Si', 'Sr', 'Au']",10,219.5747,10.1987,-42m,P-4m2,115,tetragonal,-37.7018,-0.4196,-0.033,,0.0014,,0.0,,-0.033,-0.0328
53364,As3Na1Pd20Si3Tb2,23854ed2e1,NaTb2Si3As3Pd20,"['Na', 'Si', 'As', 'Pd', 'Tb']",29,479.8373,9.6145,mm2,Fmm2,42,orthorhombic,-163.3477,-0.6519,-0.033,,,,0.0,,-0.033,-0.0147
53747,Na2S8Si2Tb2,23c2f289ef,NaTbSiS4,"['Na', 'Si', 'S', 'Tb']",14,324.2534,3.4645,2,P2_1,4,monoclinic,-78.7194,-1.6331,-0.0041,,2.7349,,0.0,,-0.0041,-0.0041
54323,Na4Pb1S6Si2,24205cdc47,Na4Si2PbS6,"['Na', 'Si', 'S', 'Pb']",13,297.1599,3.0607,2,C2,5,monoclinic,-60.2358,-1.1972,-0.0853,,2.3529,,0.0,,-0.0853,-0.0409
56103,Ir26Na8Si18,254a2eb719,Na4Si9Ir13,"['Na', 'Si', 'Ir']",52,815.7062,11.5773,mmm,Pmmn,59,orthorhombic,-368.0793,-0.5771,-0.0796,,,,0.0,,-0.0796,-0.0692
56884,As4Na1Pd20Si2Sr2,25cf8b2d6a,NaSr2Si2(AsPd5)4,"['Na', 'Si', 'As', 'Sr', 'Pd']",29,496.7776,8.9665,4/mmm,I4/mmm,139,tetragonal,-153.923,-0.5564,-0.0581,,,,0.0,,-0.0581,-0.0524
57559,Hf1Na20P12Si3,264f6579ce,Na20Hf(SiP4)3,"['Na', 'Si', 'P', 'Hf']",36,786.5041,2.3102,1,P1,1,triclinic,-133.9485,-0.4529,-0.0054,,1.3497,,0.0,,-0.0054,-0.0048
58911,Er3Ir19Na2Si12,27356d1705,Na2Er3Si12Ir19,"['Na', 'Si', 'Er', 'Ir']",36,566.0276,13.3098,mm2,Amm2,38,orthorhombic,-278.4649,-0.8079,-0.056,,0.0028,,0.0,,-0.0557,-0.0522
59020,Na8S10Si4,27468fe581,Na4Si2S5,"['Na', 'Si', 'S']",22,484.0158,2.1165,-1,P-1,2,triclinic,-101.0373,-1.2451,-0.0915,,3.2068,,0.0,,-0.0915,-0.0285
59780,Na6Nd2O30Si12,27cbedc099,Na3Nd(Si2O5)3,"['O', 'Na', 'Si', 'Nd']",50,719.3604,2.8703,2/m,C2/m,12,monoclinic,-388.6053,-3.1513,-0.0051,,,,0.0,,-0.0051,-0.0026
60001,Hf1Ir6Na1Si14,27f27a7652,NaHf(Si7Ir3)2,"['Na', 'Si', 'Hf', 'Ir']",22,332.1803,8.738,-3,R-3,148,trigonal,-152.6697,-0.5639,-0.0344,,0.0303,,0.0,,-0.0342,-0.031
60761,Na1Rh18Si12Tm5,287795e03d,NaTm5(Si2Rh3)6,"['Na', 'Si', 'Rh', 'Tm']",36,562.4979,9.0245,mm2,Pmm2,25,orthorhombic,-257.1415,-0.9937,-0.0247,,,,0.0,,-0.0247,-0.0087
62335,Ho1Na1Pr2Pt6Si10,2982262f51,NaPr2Ho(Si5Pt3)2,"['Na', 'Si', 'Pr', 'Ho', 'Pt']",20,352.6416,9.0462,m,Cm,8,monoclinic,-123.0908,-0.8473,-0.0223,,0.0073,,0.0,,-0.022,-0.0083
62391,As12Hf1Na20Si2Zr1,29894ced8e,Na20HfZr(SiAs6)2,"['Na', 'Si', 'As', 'Zr', 'Hf']",36,869.5524,3.2173,1,P1,1,triclinic,-130.015,-0.5083,-0.01,,0.872,,0.0,,-0.01,-0.0079
63286,Mg1Na4S6Si2,2a29512f75,Na4Mg(SiS3)2,"['Na', 'Mg', 'Si', 'S']",13,274.0051,2.2109,2,C2,5,monoclinic,-59.7053,-1.3189,-0.0847,,3.3733,,-0.0,,-0.0847,-0.0313
63580,Ir1Na3Pt3Si4,2a5bf1a777,Na3Si4IrPt3,"['Na', 'Si', 'Ir', 'Pt']",11,209.6727,7.5932,3m,R3m,160,trigonal,-59.2721,-0.5956,-0.1057,,0.004,,0.0,,-0.1045,-0.027
63797,Ge3Na1Rh6Si1,2a7e9bf892,NaSi(GeRh2)3,"['Na', 'Si', 'Ge', 'Rh']",11,170.2324,8.6467,-6m2,P-6m2,187,hexagonal,-71.0144,-0.5647,-0.0446,,0.0118,,0.0,,-0.0442,-0.0348
64165,Na1Pt6Si10Sr2Tm1,2abd68400f,NaSr2Tm(Si5Pt3)2,"['Na', 'Si', 'Sr', 'Tm', 'Pt']",20,355.9834,8.4828,m,Cm,8,monoclinic,-114.7146,-0.7429,-0.0577,,,,0.0,,-0.0575,-0.0221
65060,B8Na6Pt17Rh1Si2,2b664fc9b8,Na6Si2B8Pt17Rh,"['B', 'Na', 'Si', 'Rh', 'Pt']",34,506.3507,12.1336,2/m,C2/m,12,monoclinic,-198.9011,-0.4738,-0.0181,,0.0016,,0.0,,-0.0179,-0.0087
65101,Ir19Na2Sc3Si12,2b6c2d040c,Na2Sc3Si12Ir19,"['Na', 'Si', 'Sc', 'Ir']",36,556.3541,12.4461,-6m2,P-62m,189,hexagonal,-282.374,-0.7694,-0.088,,0.0025,,0.0,,-0.0877,-0.08
65265,Na5P8Rh19Si4,2b87abd69e,Na5Si4P8Rh19,"['Na', 'Si', 'P', 'Rh']",36,542.7238,7.4358,m,Pm,6,monoclinic,-237.8875,-0.7318,-0.0489,,0.0053,,0.0,,-0.0489,-0.0463
65729,Na16P8Si1Zr1,2bdc520dd4,Na16ZrSiP8,"['Na', 'Si', 'P', 'Zr']",26,621.6185,1.9632,-43m,F-43m,216,cubic,-90.0953,-0.4483,-0.0063,,0.8091,,0.0,,-0.0063,-0.0048
65804,Dy4Ir19Na1Si12,2be84d1417,NaDy4Si12Ir19,"['Na', 'Si', 'Dy', 'Ir']",36,568.1501,13.6261,mm2,Amm2,38,orthorhombic,-284.8904,-0.8919,-0.1119,,0.0027,,-0.0,,-0.1118,-0.0819
66455,Ca2Na1P5Pd20Si1,2c5c3a4a1b,NaCa2Si(PPd4)5,"['Na', 'Si', 'P', 'Ca', 'Pd']",29,461.4681,8.6883,4mm,I4mm,107,tetragonal,-159.9456,-0.6387,-0.0958,,,,0.0,,-0.0958,-0.0649
67573,Cu17Na2Ni1Si8,2d12ad49d9,Na2Cu17Si8Ni,"['Na', 'Si', 'Ni', 'Cu']",28,377.9503,6.1933,mmm,Fmmm,69,orthorhombic,-124.4669,-0.1055,-0.0221,,0.0045,,0.0,,-0.0218,-0.0212
67722,Li4Na1Pr3Si8,2d29bb9a32,NaLi4Pr3Si8,"['Li', 'Na', 'Si', 'Pr']",16,324.5722,3.5718,m,Pm,6,monoclinic,-73.2815,-0.4111,-0.0093,,,,0.0,,-0.009,-0.0068
67869,As3Na1Pd20Pr2Si3,2d42aaec3f,NaPr2Si3As3Pd20,"['Na', 'Si', 'As', 'Pd', 'Pr']",29,487.1069,9.3482,mm2,Fmm2,42,orthorhombic,-163.389,-0.6432,-0.0387,,,,0.0,,-0.0387,-0.0363
67987,Ba9Na1Sb1Si5,2d5723d746,Ba9NaSi5Sb,"['Na', 'Si', 'Sb', 'Ba']",16,602.1116,4.195,4,I4,79,tetragonal,-57.1389,-0.4553,-0.0219,,,,0.0,,-0.0219,-0.0208
68262,Ca2Na1P2Pd20Si4,2d882f0713,NaCa2Si4(PPd10)2,"['Na', 'Si', 'P', 'Ca', 'Pd']",29,464.864,8.5939,4/mmm,I4/mmm,139,tetragonal,-160.792,-0.6666,-0.071,,,,0.0,,-0.071,-0.0401
68506,Al4Na4Se12Si2,2dae336296,Na2Al2SiSe6,"['Na', 'Al', 'Si', 'Se']",22,602.9069,3.3149,m,Cc,9,monoclinic,-98.3214,-1.1476,-0.018,,2.0957,,-0.0,,-0.018,-0.0101
69412,Cu12Na1Si12Yb11,2e4b9238e1,NaYb11(CuSi)12,"['Na', 'Si', 'Cu', 'Yb']",36,644.7939,7.7929,m,Pm,6,monoclinic,-148.6438,-0.447,-0.0297,,0.0048,,0.0,,-0.0296,-0.001
69724,As3Na1Pd20Si3Tb2,2e7befb913,NaTb2Si3As3Pd20,"['Na', 'Si', 'As', 'Pd', 'Tb']",29,480.2443,9.6064,mm2,Fmm2,42,orthorhombic,-163.3491,-0.652,-0.033,,,,0.0,,-0.033,-0.0148
71130,Na8P12Rb12Si1Sn3,2f6feea807,Rb12Na8Si(SnP4)3,"['Na', 'Si', 'P', 'Rb', 'Sn']",36,1077.6473,3.0285,2,C2,5,monoclinic,-118.4644,-0.3807,-0.0339,,,,-0.0,,-0.0339,-0.0214
71584,Ir19Na5P10Si2,2fc1df464f,Na5Si2P10Ir19,"['Na', 'Si', 'P', 'Ir']",36,547.6303,12.5321,mm2,Amm2,38,orthorhombic,-258.6516,-0.5313,-0.1058,,0.0032,,0.0,,-0.1058,-0.0719
72969,Na8Pt8Si6,30a20e84f2,Na4Si3Pt4,"['Na', 'Si', 'Pt']",22,423.5114,7.5011,2/m,C2/c,15,monoclinic,-103.9732,-0.5579,-0.1211,,,,-0.0,,-0.1194,-0.0528
73257,Au4Na3Si12Sm5,30da0e6472,Na3Sm5(Si3Au)4,"['Na', 'Si', 'Sm', 'Au']",24,501.935,6.4368,-6m2,P-6m2,187,hexagonal,-118.2668,-0.5206,-0.0566,,,,0.0,,-0.0566,-0.0067
74021,Ir19Na4Nd1Si12,3159476360,Na4NdSi12Ir19,"['Na', 'Si', 'Nd', 'Ir']",36,568.0228,12.3523,mm2,Amm2,38,orthorhombic,-266.0444,-0.6376,-0.0758,,0.0007,,0.0,,-0.0753,-0.0678
74265,As8Ge1Na8Si1Sr4,31813673b7,Na8Sr4SiGeAs8,"['Na', 'Si', 'Ge', 'As', 'Sr']",22,604.3698,3.3918,1,P1,1,triclinic,-79.1619,-0.6592,-0.0015,,,,-0.0,,-0.0015,-0.001
74358,Na4O22Si8Yb4,318e5415dd,Na2Yb2Si4O11,"['O', 'Na', 'Si', 'Yb']",38,495.23,4.5628,-1,P-1,2,triclinic,-287.5688,-3.2595,-0.0775,,,,0.0,,-0.0775,-0.0004
75006,Ga4Na4S12Si2,31f7d7c7cc,Na2Ga2SiS6,"['Na', 'Si', 'S', 'Ga']",22,522.9725,2.5776,m,Cc,9,monoclinic,-103.6928,-1.1728,-0.0448,,2.6561,,0.0,,-0.0448,-0.0197
75085,La1Na2Pd20Si6,3205da6ec4,Na2La(Si3Pd10)2,"['Na', 'Si', 'Pd', 'La']",29,468.143,8.8031,-43m,F-43m,216,cubic,-162.3465,-0.6419,-0.0315,,,,0.0,,-0.0312,-0.0244
75120,Ge1Na8P8Si1Sr4,320b27655a,Na8Sr4SiGeP8,"['Na', 'Si', 'P', 'Ge', 'Sr']",22,555.1988,2.6407,1,P1,1,triclinic,-84.6324,-0.6336,-0.0039,,,,0.0,,-0.0039,-0.0037
75539,Er1Ir19Na4Si12,3255450d1e,Na4ErSi12Ir19,"['Na', 'Si', 'Er', 'Ir']",36,564.1075,12.5057,mm2,Amm2,38,orthorhombic,-266.1549,-0.6462,-0.0734,,0.0052,,0.0,,-0.0729,-0.0657
76007,Ga8Na1Si6Sr21,32a73afbdb,NaSr21(Ga4Si3)2,"['Na', 'Si', 'Ga', 'Sr']",36,1189.5569,3.6145,m-3m,Fm-3m,225,cubic,-106.6325,-0.3626,-0.0038,,,,0.0,,-0.0037,-0.0027
76775,Au40Na26Si15,332bd822e7,Na26(Si3Au8)5,"['Na', 'Si', 'Au']",81,1523.6614,9.697,mm2,Imm2,44,orthorhombic,-272.0011,-0.3121,-0.0149,,,,0.0,,-0.0149,-0.0072
